,English Name,Korean Name,Ingredients,Type,Video,ingredients_parsed
959,Shrimp Pancakes,새우전,"['corn oil', 'eggs', 'flour', 'grape seed oil', 'green onion', 'ground black pepper', 'ground white pepper', 'kosher salt', 'mustard powder', 'shrimp', 'soy sauce', 'toasted sesame seeds', 'vegetable oil', 'vinegar', 'water', '']","['appetizer', 'lunchbox', 'pancake', 'seafood', 'side dish']",https://youtube.com/watch?v=jLN3vM7l9Hk,"['corn oil', 'eggs', 'grape seed oil', 'green onion', 'ground white pepper', 'mustard powder', 'shrimp', 'toasted sesame seeds', '']"
960,Sweetened rice with dried fruits and nuts,약식,"['brown sugar', 'canned chestnuts', 'chestnuts', 'cinnamon powder', 'cranberries', 'grape seed oil', 'honey', 'jujubes', 'pine nuts', 'raisins', 'soy sauce', 'sugar', 'sweet rice', 'toasted sesame oil', 'vegetable oil', 'water', '']","['appetizer', 'dessert', 'non spicy', 'rice', 'rice cake', 'snack', 'vegetarian']",https://youtube.com/watch?v=w_QL-oTsPOg,"['brown sugar', 'canned chestnuts', 'chestnuts', 'cinnamon powder', 'cranberries', 'grape seed oil', 'jujubes', 'pine nuts', 'raisins', 'sweet rice', 'toasted sesame oil', '']"
961,Eggs in soy broth,계란장조림,"['dried anchovies', 'eggs', 'garlic', 'green chili pepper', 'jalapeno pepper', 'onion', 'soy sauce', 'vinegar', '']","['appetizer', 'easy', 'non spicy', 'preserved side dish', 'side dish']",https://youtube.com/watch?v=u5ZYf5FM2EU,"['dried anchovies', 'eggs', 'garlic', 'green chili pepper', 'jalapeno pepper', 'onion', '']"
962,Kale Pancakes,케일장떡,"['doenjang', 'flour', 'gochujang', 'green chili pepper', 'kale', 'onion', 'red chili pepper', 'vegetable oil', 'water', '']","['appetizer', 'easy', 'pancake', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=YjYQfZNtc38,"['doenjang', 'gochujang', 'green chili pepper', 'kale', 'onion', 'red chili pepper', '']"
963,Potato salad,감자샐러드,"['eggs', 'english cucumber', 'ground black pepper', 'kosher salt', 'mayonnaise', 'potatoes', 'rice syrup', 'white ground pepper', '']","['appetizer', 'cold', 'easy', 'lunchbox', 'non spicy', 'side dish', 'snack']",https://youtube.com/watch?v=KF5ykCgn41Q,"['eggs', 'english cucumber', 'mayonnaise', 'potatoes', 'rice syrup', 'white ground pepper', '']"
964,Ramp pancakes,산마늘전,"['broccoli flowers', 'chicken broth', 'edible flowers', 'fermented salted shrimp', 'flour', 'jalapeno pepper', 'kosher salt', 'onion', 'ramps', 'sesame seeds', 'sugar', 'vegetable oil', 'vinegar', '']","['appetizer', 'easy', 'pancake', 'side dish', 'snack', 'vegetarian']",https://youtube.com/watch?v=GOmXR9mPdFg,"['broccoli flowers', 'chicken broth', 'edible flowers', 'fermented salted shrimp', 'jalapeno pepper', 'onion', 'ramps', 'sesame seeds', '']"
965,Fish cakes,어묵,"['cod fillets', 'eggs', 'flounder', 'flounder fillets', 'flour', 'garlic', 'kosher salt', 'onion', 'pollock fillets', 'potato starch', 'red snapper', 'shrimp', 'snapper fillets', 'squid', 'sugar', 'sweet potato starch', 'vegetable oil', 'white pepper', '']","['appetizer', 'non spicy', 'seafood', 'side dish', 'snack', 'staple ingredient', 'street food']",https://youtube.com/watch?v=zJzgZGGF4PU,"['cod fillets', 'eggs', 'flounder', 'flounder fillets', 'garlic', 'onion', 'pollock fillets', 'potato starch', 'red snapper', 'shrimp', 'snapper fillets', 'squid', 'sweet potato starch', 'white pepper', '']"
966,Roasted seaweed sheets,김구이,"['gim', 'kosher salt', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'easy', 'lunchbox', 'non spicy', 'preserved side dish', 'seafood', 'side dish', 'snack', 'vegetarian']",https://youtube.com/watch?v=EWK0AIPrVSc,"['gim', 'toasted sesame oil', '']"
967,Seasoned dried anchovies,멸치무침,"['apple vinegar', 'cider vinegar', 'dried anchovies', 'garlic', 'green onion', 'hot pepper flakes', 'rice syrup', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'vinegar', '']","['appetizer', 'easy', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=yLmPDCWbGnU,"['apple vinegar', 'cider vinegar', 'dried anchovies', 'garlic', 'green onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
968,Cold salad with spicy mustard sauce,겨자냉채,"['crabmeat', 'english cucumber', 'Korean pear', 'kosher salt', 'mustard powder', 'pine nuts', 'radish sprouts', 'sugar', 'vinegar', 'water', '']","['appetizer', 'cold', 'main dish', 'seafood', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=syXmyL-Jx7k,"['crabmeat', 'english cucumber', 'Korean pear', 'mustard powder', 'pine nuts', 'radish sprouts', '']"
969,Potato pancakes,감자전,"['Asian chives', 'kosher salt', 'potatoes', 'vegetable oil', 'water', '']","['appetizer', 'easy', 'non spicy', 'pancake', 'side dish', 'snack', 'vegetarian']",https://youtube.com/watch?v=4HPsl36bbIY,"['Asian chives', 'potatoes', '']"
970,Korean Royal court stir fried rice cakes,궁중떡볶이,"['beef brisket', 'carrot', 'eggs', 'garaetteok', 'garlic', 'green bell pepper', 'ground black pepper', 'honey', 'kosher salt', 'mushrooms', 'onion', 'pine nuts', 'red bell pepper', 'rice syrup', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'vegetable oil', '']","['appetizer', 'non spicy', 'rice cake', 'side dish', 'snack']",https://youtube.com/watch?v=w_GBd5YJtFU,"['beef brisket', 'carrot', 'eggs', 'garaetteok', 'garlic', 'green bell pepper', 'mushrooms', 'onion', 'pine nuts', 'red bell pepper', 'rice syrup', 'sesame seeds', 'toasted sesame oil', '']"
971,Black sesame seeds porridge,흑임자죽,"['black sesame seeds', 'kosher salt', 'pumpkin seeds', 'sweet rice flour', 'water', '']","['appetizer', 'easy', 'main dish', 'non spicy', 'one bowl meal', 'porridge', 'snack', 'vegetarian']",https://youtube.com/watch?v=2wlFyY2JCvQ,"['black sesame seeds', 'pumpkin seeds', 'sweet rice flour', '']"
972,Seasoned acorn jelly,도토리묵무침,"['acorn jelly powder', 'Asian chives', 'carrot', 'cucumber', 'edible chrysanthemum', 'garlic', 'green onion', 'honey', 'hot pepper flakes', 'lettuce', 'onion', 'perilla leaves', 'sesame seeds', 'shredded red pepper', 'sugar', 'toasted sesame oil', '']","['appetizer', 'cold', 'side dish', 'snack', 'spicy', 'vegetarian']",https://youtube.com/watch?v=Bi2iV3tbM7k,"['acorn jelly powder', 'Asian chives', 'carrot', 'cucumber', 'edible chrysanthemum', 'garlic', 'green onion', 'lettuce', 'onion', 'perilla leaves', 'sesame seeds', 'shredded red pepper', 'toasted sesame oil', '']"
973,Popcorn chicken gizzards,닭모래주머니 튀김,"['baking soda', 'chicken gizzards', 'flour', 'ground black pepper', 'kosher salt', 'starch powder', 'sweet rice flour', 'vegetable oil', '']","['appetizer', 'chicken', 'fried chicken', 'non spicy', 'snack']",https://youtube.com/watch?v=AQ8BMD8J8Xc,"['baking soda', 'chicken gizzards', 'starch powder', 'sweet rice flour', '']"
974,Steamed egg in an earthenware bowl,뚝배기 계란찜,"['chicken broth', 'eggs', 'green onion', 'toasted sesame oil', '']","['appetizer', 'easy', 'non spicy', 'side dish', 'stew']",https://youtube.com/watch?v=NVriw_UBdTA,"['chicken broth', 'eggs', 'green onion', 'toasted sesame oil', '']"
975,Pollock pancake,동태전,"['canola oil', 'eggs', 'flour', 'ground black pepper', 'kosher salt', 'pollock fillets', '']","['appetizer', 'easy', 'lunchbox', 'non spicy', 'pancake', 'seafood', 'side dish', 'snack']",https://youtube.com/watch?v=hamzyhUXeMc,"['canola oil', 'eggs', 'pollock fillets', '']"
976,Green onion pancake,파전,"['doenjang', 'flour', 'green onion', 'sugar', 'vegetable oil', 'water', '']","['appetizer', 'easy', 'non spicy', 'pancake', 'snack', 'vegetarian']",https://youtube.com/watch?v=RXcsHj1l-Pc,"['doenjang', 'green onion', '']"
977,Pine nut porridge,잣죽,"['jujubes', 'kosher salt', 'pine nuts', 'rice', 'short grain rice', 'water', '']","['appetizer', 'easy', 'non spicy', 'one bowl meal', 'porridge', 'snack', 'vegetarian']",https://youtube.com/watch?v=H_KGM6CqCaY,"['jujubes', 'pine nuts', 'rice', 'short grain rice', '']"
978,Collard greens side dish,콜라드그린 반찬,"['collard greens', 'doenjang', 'dried anchovies', 'garlic', 'honey', 'kosher salt', 'olive oil', 'roasted cashew nuts', 'vinegar', 'water', '']","['appetizer', 'non spicy', 'side dish']",https://youtube.com/watch?v=27dNH2ouZ_Y,"['collard greens', 'doenjang', 'dried anchovies', 'garlic', 'olive oil', 'roasted cashew nuts', '']"
979,Grandma-style kimchi pancake,김치전,"['flour', 'kimchi', 'kosher salt', 'onion', 'sugar', 'vegetable oil', '']","['appetizer', 'easy', 'lunchbox', 'pancake', 'side dish', 'snack', 'spicy']",https://youtube.com/watch?v=sJzhriY1C70,"['kimchi', 'onion', '']"
980,Green onion pancake skewers,파산적,"['beef', 'carrot', 'cooking oil', 'egg', 'flour', 'garlic', 'green onion', 'ground black pepper', 'kosher salt', 'large green onion', 'sirloin steak', 'soy sauce', 'toasted sesame oil', 'toasted sesame seeds', 'vegetable oil', 'vinegar', '']","['anju', 'appetizer', 'beef', 'non spicy', 'pancake', 'snack']",https://youtube.com/watch?v=G_QSybo3ND4,"['beef', 'carrot', 'cooking oil', 'egg', 'garlic', 'green onion', 'large green onion', 'sirloin steak', 'toasted sesame oil', 'toasted sesame seeds', '']"
981,Mung bean jelly side dishes,청포묵무침,"['edible chrysanthemum', 'garlic', 'gim', 'green chili pepper', 'green onion', 'honey', 'kosher salt', 'mung bean starch powder', 'perilla leaves', 'red chili pepper', 'sesame seeds', 'soy sauce', 'toasted sesame oil', 'tomato', 'water', '']","['appetizer', 'cold', 'non spicy', 'side dish', 'vegetarian']",https://youtube.com/watch?v=j5nlGYcVpNY,"['edible chrysanthemum', 'garlic', 'gim', 'green chili pepper', 'green onion', 'mung bean starch powder', 'perilla leaves', 'red chili pepper', 'sesame seeds', 'toasted sesame oil', 'tomato', '']"
982,Squash pancakes,호박전,"['butternut squash', 'flour', 'kosher salt', 'vegetable oil', 'zucchini', '']","['appetizer', 'easy', 'non spicy', 'pancake', 'snack', 'vegetarian']",https://youtube.com/watch?v=xTiqBDd1eZE,"['butternut squash', 'zucchini', '']"
983,Pan fried tofu with spicy sauce,두부부침양념장,"['garlic', 'green onion', 'hot pepper flakes', 'onion', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'tofu', '']","['appetizer', 'lunchbox', 'non spicy', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=J64UnMsgq_0,"['garlic', 'green onion', 'onion', 'sesame seeds', 'toasted sesame oil', 'tofu', '']"
984,Spicy stir-fried fish cakes,어묵볶음,"['carrot', 'corn syrup', 'fish cakes', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'vegetable oil', 'white sugar', '']","['appetizer', 'easy', 'lunchbox', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=m4E4xtHqQUM,"['carrot', 'corn syrup', 'fish cakes', 'garlic', 'gochujang', 'green chili pepper', 'green onion', 'onion', 'rice syrup', 'sesame seeds', 'toasted sesame oil', 'white sugar', '']"
985,Eggplant sidedish,가지나물,"['eggplant', 'fish sauce', 'garlic', 'green onion', 'hot pepper flakes', 'sesame seeds', 'soy sauce', 'toasted sesame oil', '']","['appetizer', 'easy', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=763VL30t8vg,"['eggplant', 'fish sauce', 'garlic', 'green onion', 'sesame seeds', 'toasted sesame oil', '']"
986,Pumpkin porridge,호박죽,"['beans', 'butternut squash', 'dried persimmons', 'jujubes', 'kabocha', 'kosher salt', 'pumpkin', 'pumpkin seeds', 'sugar', 'sweet rice flour', 'water', '']","['appetizer', 'main dish', 'non spicy', 'one bowl meal', 'porridge', 'vegetarian']",https://youtube.com/watch?v=wXAghE8wUA0,"['beans', 'butternut squash', 'dried persimmons', 'jujubes', 'kabocha', 'pumpkin', 'pumpkin seeds', 'sweet rice flour', '']"
987,Potato & soy sauce side dish,감자조림,"['corn syrup', 'garlic', 'olive oil', 'potato', 'sesame seeds', 'soy sauce', 'sugar', 'toasted sesame oil', 'water', '']","['appetizer', 'non spicy', 'side dish', 'vegetarian']",https://youtube.com/watch?v=5kZTzEYlXUY,"['corn syrup', 'garlic', 'olive oil', 'potato', 'sesame seeds', 'toasted sesame oil', '']"
988,Fried dried squid,오징어튀김,"['baking powder', 'dried squid', 'eggs', 'flour', 'hot pepper flakes', 'kosher salt', 'potato starch', 'soy sauce', 'toasted sesame seeds', 'vegetable oil', 'vinegar', 'water', '']","['appetizer', 'non spicy', 'preserved side dish', 'seafood', 'snack', 'street food']",https://youtube.com/watch?v=enO3JvFwzTE,"['baking powder', 'dried squid', 'eggs', 'potato starch', 'toasted sesame seeds', '']"
989,Breaded cod fillets,대구전,"['cod fillets', 'eggs', 'flour', 'garlic', 'ground black pepper', 'kosher salt', 'oilive oil', 'olive oil', 'red chili pepper', 'soy sauce', 'vinegar', '']","['appetizer', 'non spicy', 'pancake', 'seafood', 'side dish']",https://youtube.com/watch?v=OO3O8vwUm1Q,"['cod fillets', 'eggs', 'garlic', 'oilive oil', 'olive oil', 'red chili pepper', '']"
990,Whole garlic pickles,통마늘 장아찌,"['kosher salt', 'soy sauce', 'sugar', 'vinegar', 'water', 'whole garlic', '']","['easy', 'fermented', 'non spicy', 'side dish']",https://youtube.com/watch?v=wcTpFjSO_vw,"['whole garlic', '']"
991,Green onion kimchi,파김치,"['fish sauce', 'glutinous rice flour', 'green onion', 'hot pepper flakes', 'sugar', '']","['easy', 'fermented', 'kimchi', 'side dish', 'spicy']",https://youtube.com/watch?v=-p_5xjsxESg,"['fish sauce', 'glutinous rice flour', 'green onion', '']"
992,Rice syrup,쌀조청,"['barley malt powder', 'rice', '']","['dessert', 'fermented', 'non spicy', 'staple ingredient', 'vegetarian']",https://youtube.com/watch?v=j8GPEHde4DQ,"['barley malt powder', 'rice', '']"
993,Cold kimchi noodle soup,김치말이국수,"['bosc pear', 'dongchimi', 'dried kelp', 'eggs', 'english cucumber', 'hot pepper flakes', 'Korean pear', 'pear', 'sugar', 'thin noodles', 'toasted sesame oil', 'toasted sesame seeds', 'water', '']","['cold', 'fermented', 'main dish', 'noodle', 'one bowl meal', 'soup', 'spicy']",https://youtube.com/watch?v=XIU0lO-LaNI,"['bosc pear', 'dongchimi', 'dried kelp', 'eggs', 'english cucumber', 'Korean pear', 'pear', 'thin noodles', 'toasted sesame oil', 'toasted sesame seeds', '']"
994,Quick-fermenting radish water kimchi,동치미,"['apple', 'daikon radish', 'flour', 'garlic', 'ginger', 'green chili pepper', 'hot pepper flakes', 'Korean radish', 'kosher salt', 'onion', 'water', '']","['appetizer', 'cold', 'easy', 'fermented', 'kimchi', 'spicy']",https://youtube.com/watch?v=n45BLSybVmY,"['apple', 'daikon radish', 'garlic', 'ginger', 'green chili pepper', 'Korean radish', 'onion', '']"
995,Soybean paste soup with spinach and clams,시금치조개 된장국,"['beef brisket', 'bunch spinach', 'clams', 'doenjang', 'garlic', 'gochujang', 'green chili pepper', 'kosher salt', 'red chili pepper', 'toasted sesame oil', 'water', '']","['beef', 'easy', 'fermented', 'seafood', 'side dish', 'soup']",https://youtube.com/watch?v=5u8PA08c-_k,"['beef brisket', 'bunch spinach', 'clams', 'doenjang', 'garlic', 'gochujang', 'green chili pepper', 'red chili pepper', 'toasted sesame oil', '']"
996,Chayote kimchi,차이오티 김치,"['chayote', 'fish sauce', 'garlic', 'ginger', 'green onion', 'hot pepper flakes', 'kosher salt', 'onion', 'soy sauce', '']","['cold', 'easy', 'fermented', 'kimchi', 'side dish', 'spicy']",https://youtube.com/watch?v=nCymd2wcJRw,"['chayote', 'fish sauce', 'garlic', 'ginger', 'green onion', 'onion', '']"
997,Vegetarian kimchi,채식김치,"['Asian chives', 'carrot', 'garlic', 'ginger', 'green onion', 'hot pepper flakes', 'Korean radish', 'kosher salt', 'napa cabbage', 'onion', 'sugar', 'sweet rice flour', 'vegetable stock', '']","['fermented', 'kimchi', 'side dish', 'vegetarian']",https://youtube.com/watch?v=nLdvLt8XQ3Y,"['Asian chives', 'carrot', 'garlic', 'ginger', 'green onion', 'Korean radish', 'napa cabbage', 'onion', 'sweet rice flour', 'vegetable stock', '']"
998,Doenjangguk with bok choy and tofu,청경채 두부된장국,"['bok choy', 'doenjang', 'dried anchovies', 'fish sauce', 'flour', 'garlic', 'gochujang', 'green chili pepper', 'tofu', '']","['easy', 'fermented', 'non spicy', 'side dish', 'soup', 'spicy']",https://youtube.com/watch?v=AFN1jpZbCuA,"['bok choy', 'doenjang', 'dried anchovies', 'fish sauce', 'garlic', 'gochujang', 'green chili pepper', 'tofu', '']"
999,Fermented pollock roe,명란젓,"['garlic', 'ginger', 'hot pepper flakes', 'kosher salt', 'mirim', 'pollock roe', '']","['easy', 'fermented', 'preserved side dish', 'seafood', 'side dish', 'spicy']",https://youtube.com/watch?v=Op5EWFzrvwY,"['garlic', 'ginger', 'mirim', 'pollock roe', '']"
1000,Kimchi stew with tuna,참치김치찌개,"['canned tuna', 'fermented kimchi', 'green onion', 'hot pepper flakes', 'kimchi brine', 'kosher salt', 'onion', 'toasted sesame oil', 'tofu', 'Turbinado sugar', '']","['easy', 'fermented', 'main dish', 'spicy', 'stew']",https://youtube.com/watch?v=3-sOsFQGHhg,"['canned tuna', 'fermented kimchi', 'green onion', 'kimchi brine', 'onion', 'toasted sesame oil', 'tofu', 'Turbinado sugar', '']"
1001,Extra-strong fermented soybean paste stew,청국장찌개,"['cheongukjang', 'dried anchovies', 'fish sauce', 'garlic', 'green onion', 'kimchi', 'kimchi brine', 'large green onion', 'onion', 'tofu', 'zucchini', '']","['easy', 'fermented', 'main dish', 'one bowl meal', 'side dish', 'stew']",https://youtube.com/watch?v=vhwUZAXW2Wk,"['cheongukjang', 'dried anchovies', 'fish sauce', 'garlic', 'green onion', 'kimchi', 'kimchi brine', 'large green onion', 'onion', 'tofu', 'zucchini', '']"
1002,Extra-strong fermented soybean paste,청국장,"['dried soybeans', '']","['fermented', 'non spicy', 'staple ingredient', 'vegetarian']",https://youtube.com/watch?v=vRpHLt3Z05U,"['dried soybeans', '']"
1003,Vegetable and fruit water kimchi,나박김치,"['apple', 'english cucumber', 'garlic', 'ginger', 'green chili pepper', 'green onion', 'hot pepper flakes', 'Korean pear', 'Korean radish', 'kosher salt', 'napa cabbage', 'onion', 'red radish', 'water', '']","['appetizer', 'cold', 'easy', 'fermented', 'kimchi', 'side dish', 'spicy', 'vegetarian']",https://youtube.com/watch?v=LBJMJZdZEOQ,"['apple', 'english cucumber', 'garlic', 'ginger', 'green chili pepper', 'green onion', 'Korean pear', 'Korean radish', 'napa cabbage', 'onion', 'red radish', '']"
1004,Spicy stuffed green chili pepper kimchi,고추소박이,[''],[''],https://youtube.com/watch?v=jDIV_a5kkfQ,['']
1006,Fermented soybean paste,된장,"['dried red chili pepper', 'dried soybeans', 'honey', 'jujubes', 'kosher salt', 'water', 'wood charcoal', '']","['fermented', 'non spicy', 'staple ingredient', 'vegetarian']",https://youtube.com/watch?v=PGhKwCq7SZk,"['dried red chili pepper', 'dried soybeans', 'jujubes', 'wood charcoal', '']"
